school_name,Student ID,student_name,gender,grade,reading_score,math_score,School ID,type,size,budget,reading_pass_flag,math_pass_flag,pass_overall_flag,Spending,Spending Category
Pena High School,24124,Anna Smith,F,10th,79,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24125,Angel Sanders,M,9th,70,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24126,Matthew Gibbs,M,10th,73,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24127,Caroline Deleon,F,9th,94,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24128,Dr. Amber Owens,F,10th,93,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24129,Kathryn Cunningham,F,11th,75,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24130,Rebekah Green,F,11th,85,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24131,Marisa Bates,F,9th,89,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24132,Ellen Mcmahon,F,11th,97,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24133,David Burgess,M,10th,70,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24134,Angela Boone,F,11th,99,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24135,Andrew Jackson,M,12th,98,83,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24136,Denise Morgan,F,11th,98,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24137,Renee Carlson,F,10th,88,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24138,Douglas Long,M,11th,86,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24139,Nathan Abbott,M,12th,96,95,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24140,Susan Duarte,F,11th,75,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24141,Kimberly Vargas,F,9th,84,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24142,Kevin Torres,M,10th,69,89,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24143,Robert Yates,M,10th,85,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24144,Jordan Jones,F,10th,95,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24145,Robert Wilson,M,12th,75,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24146,Taylor Hanson,F,12th,97,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24147,Stacey Lewis,F,9th,99,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24148,Travis Murray,M,10th,98,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24149,Mindy Price,F,11th,91,98,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24150,Jorge Stevens,M,9th,80,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24151,Steven Chung,M,9th,84,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24152,David Coleman,M,9th,77,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24153,Stacey Glover,F,10th,79,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24154,Virginia Davis,F,10th,73,89,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24155,Alec Ward,M,10th,90,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24156,Maria Gilbert,F,11th,81,74,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24157,Justin Cardenas,M,10th,69,79,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24158,Joseph Hobbs,M,12th,99,91,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24159,Michael Williams III,M,9th,91,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24160,Sara Strong,F,11th,79,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24161,Jill Moran,F,12th,79,83,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24162,Brooke Fry,F,11th,95,83,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24163,Cody Price,M,12th,98,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24164,Sandra Martin,F,12th,74,81,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24165,Julie Brown,F,10th,86,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24166,Tim Wilson,M,10th,75,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24167,Amanda Graham,F,10th,92,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24168,Jason Kidd,M,9th,85,89,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24169,Christopher Jimenez,M,10th,94,75,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24170,Stuart James,M,11th,83,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24171,Charles Gilbert,M,11th,98,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24172,Jennifer Lopez,F,11th,97,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24173,Debra Pollard,F,9th,88,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24174,Erin Rosales,F,10th,70,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24175,John Scott,M,9th,74,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24176,James Monroe,M,12th,81,71,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24177,Ryan Clark,M,9th,88,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24178,Richard Reyes,M,9th,70,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24179,Jennifer Mcdaniel,F,11th,80,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24180,Glenn Bauer,M,12th,99,68,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24181,Robert Lambert,M,11th,72,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24182,Natalie Jackson,F,11th,90,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24183,Andrew Walker,M,10th,79,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24184,Jennifer Gonzales,F,10th,78,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24185,Jimmy Gonzalez,M,11th,95,85,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24186,Charlene Rosario,F,9th,72,83,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24187,Elizabeth Reid,F,10th,81,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24188,Judy Barton,F,9th,81,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24189,Angela Anderson,F,9th,81,87,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24190,Gregory Estes,M,9th,99,86,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24191,Paige Jones,F,12th,76,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24192,Dakota Davis,M,11th,99,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24193,Crystal Sanford,F,9th,74,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24194,Mark Alvarez,M,10th,75,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24195,Steven Edwards,M,11th,70,81,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24196,Chase Webb,M,10th,95,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24197,Stacey Santos,F,10th,81,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24198,Jose Aguilar,M,11th,89,83,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24199,Michael Brewer,M,10th,89,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24200,Katherine Marsh,F,12th,85,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24201,Jeffrey Arnold,M,9th,70,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24202,Alicia Luna,F,9th,84,88,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24203,Julie Ferguson,F,10th,77,81,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24204,Anthony Williams,M,9th,79,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24205,Sherri Davenport,F,9th,79,93,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24206,Bobby Gilbert,M,12th,99,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24207,David Snyder,M,11th,79,70,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24208,Mrs. Wendy Gomez DVM,F,11th,81,94,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24209,Kenneth Ware,M,10th,74,81,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24210,Kara Stuart MD,F,11th,69,79,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24211,Julie Tran,F,9th,86,72,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24212,Ryan Dougherty,M,10th,90,92,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24213,Catherine Davis,F,11th,79,99,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24214,Joshua Holloway,M,10th,88,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24215,Albert Pennington,M,9th,96,95,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24216,Maria Oconnor,F,10th,98,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24217,Megan Park,F,12th,84,78,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24218,Charlotte Jones,F,11th,79,71,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24219,Sandra Smith,F,12th,92,79,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24220,Grace Riggs,F,9th,70,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24221,Amy Wang,F,11th,75,81,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24222,Abigail Lucas,F,10th,74,84,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24223,Victoria Lewis,F,12th,77,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24224,Karina Simmons,F,12th,78,77,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24225,Kiara Brown,F,10th,70,73,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24226,Thomas Reid,M,11th,88,97,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24227,Sue Ewing,F,11th,78,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24228,George Molina,M,11th,99,80,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24229,Catherine Brennan,F,9th,92,74,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24230,Mark Gonzalez,M,10th,70,90,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24231,Crystal Pennington,F,12th,84,76,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24232,Christina Jones,F,10th,69,84,9,Charter,962,585858,0,1,0,609.0,$585-629
Pena High School,24233,John Kennedy,M,9th,79,82,9,Charter,962,585858,1,1,1,609.0,$585-629
Pena High School,24234,Amanda Mendoza,F,11th,79,69,9,Charter,962,585858,1,0,0,609.0,$585-629
Pena High School,24235,Nathaniel Hodge,M,12th,99,96,9,Charter,962,585858,1,1,1,609.0,$585-629
Wright High School,24236,Aaron Johnson,M,10th,89,72,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24237,Kimberly Hamilton,F,10th,84,93,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24238,Ashley Johns,F,10th,88,88,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24239,Stephanie Donovan,F,10th,75,84,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24240,Cynthia Guzman,F,11th,93,82,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24241,Mario Daniel,M,10th,85,86,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24242,Debbie Perry,F,11th,81,72,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24243,Anthony Weiss,M,10th,95,74,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24244,Amy Hanna,F,11th,95,78,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24245,Eric Espinoza,M,9th,86,74,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24246,Melanie Thomas,F,10th,80,96,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24247,Shannon Barajas,F,10th,75,92,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24248,Randy Wright,M,10th,72,89,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24249,Allison Mcpherson,F,11th,93,82,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24250,Christopher Newton,M,9th,82,76,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24251,Andrea Singh,F,10th,90,77,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24252,Jeffrey Dyer,M,12th,87,72,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24253,Phillip Martinez,M,10th,97,91,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24254,Brandon Cantrell,M,10th,84,90,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24255,Theresa Wilson,F,10th,72,83,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24256,Sierra Martinez,F,9th,86,86,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24257,Travis Hall,M,10th,87,96,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24258,Megan Huber,F,12th,99,90,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24259,Brian Kemp,M,11th,85,79,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24260,Aaron Warner,M,10th,72,99,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24261,Judy King,F,9th,78,99,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24262,Christopher Beck,M,10th,71,98,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24263,Zachary Cox,M,12th,99,82,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24264,Thomas Lopez,M,12th,94,91,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24265,Nicholas Ayala,M,10th,82,81,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24266,Brandi Solomon,F,12th,95,85,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24267,Robert Cook,M,10th,81,73,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24268,Holly Lee,F,10th,89,87,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24269,Ryan Hays,M,10th,73,89,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24270,Michael Hood,M,10th,72,78,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24271,Cindy Young,F,12th,84,77,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24272,Jordan Perez,M,10th,75,75,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24273,Kevin Doyle,M,11th,77,83,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24274,Amanda Thomas,F,10th,89,93,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24275,Richard Rodriguez,M,10th,84,97,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24276,Jennifer Wiggins,F,10th,75,98,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24277,Jon Mitchell,M,10th,77,88,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24278,Jonathan Wilson,M,9th,77,86,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24279,Karen Cooper,F,12th,87,83,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24280,Keith Wright,M,12th,87,79,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24281,Shelly Schneider,F,11th,97,92,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24282,Jonathan Chapman,M,9th,74,82,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24283,Alex Morrison,M,10th,82,75,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24284,Jason Walker,M,9th,96,85,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24285,Jack Clark,M,11th,73,78,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24286,Cameron Newman,M,12th,81,88,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24287,Julian Ingram,M,12th,84,84,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24288,Caitlin Blevins,F,11th,84,99,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24289,Joshua Brown,M,12th,86,79,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24290,Marie Jennings,F,10th,91,74,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24291,Kayla Torres DVM,F,11th,80,87,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24292,Kevin Kidd,M,10th,82,85,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24293,Deanna Livingston,F,10th,80,99,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24294,Warren Kent,M,10th,95,73,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24295,Derrick Armstrong,M,9th,87,86,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24296,Gabriel Fisher,M,10th,99,98,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24297,Danielle Dickerson,F,12th,91,97,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24298,Jennifer Daniels,F,10th,71,79,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24299,Justin Moore,M,9th,97,72,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24300,David Miller,M,12th,69,78,10,Charter,1800,1049400,0,1,0,583.0,<$584
Wright High School,24301,Susan Patterson,F,12th,82,81,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24302,David Lopez,M,12th,85,82,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24303,Rebecca Stanley,F,11th,91,68,10,Charter,1800,1049400,1,0,0,583.0,<$584
Wright High School,24304,Autumn Hobbs,F,12th,78,73,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24305,Julie Ferguson,F,11th,78,97,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24306,Patricia Diaz,F,9th,83,79,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24307,John Kelly,M,12th,70,78,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24308,Jared Miller,M,12th,76,83,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24309,Joshua Allen,M,9th,94,90,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24310,Devin Smith,M,11th,69,88,10,Charter,1800,1049400,0,1,0,583.0,<$584
Wright High School,24311,Briana Kelley,F,12th,74,95,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24312,Antonio Hale,M,9th,88,81,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24313,Laura Phillips,F,12th,86,81,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24314,Aaron Thompson,M,10th,96,91,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24315,Heather House,F,12th,97,77,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24316,William Wallace,M,12th,86,70,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24317,Joseph Mcdaniel,M,9th,73,73,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24318,Brandon Wright,M,9th,97,90,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24319,Carrie Wells,F,11th,77,99,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24320,Ryan Johnson,M,11th,86,85,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24321,Rodney Johnson,M,12th,84,81,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24322,Julie Rice,F,12th,71,83,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24323,Sarah Maxwell,F,9th,74,89,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24324,Susan Jones,F,11th,71,81,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24325,Brian Hensley,M,9th,89,74,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24326,Edward Davidson,M,11th,71,95,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24327,Timothy Ho,M,9th,75,95,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24328,Melinda Martinez,F,9th,84,75,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24329,Samuel Vasquez,M,10th,97,77,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24330,Stephanie Cuevas,F,11th,92,94,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24331,Danny Blevins,M,11th,81,90,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24332,Zachary Jones,M,12th,89,91,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24333,Anthony Nguyen,M,9th,94,79,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24334,Brian Cherry,M,12th,86,94,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24335,James Wilkerson,M,11th,82,77,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24336,Craig Hurst,M,9th,87,86,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24337,Cheyenne Salas,F,11th,88,96,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24338,Mary Ellis,F,10th,70,71,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24339,Shawn Lee,M,9th,83,68,10,Charter,1800,1049400,1,0,0,583.0,<$584
Wright High School,24340,Carrie Vargas,F,12th,96,95,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24341,Traci Wheeler,F,9th,69,98,10,Charter,1800,1049400,0,1,0,583.0,<$584
Wright High School,24342,Tiffany Bell,F,10th,69,92,10,Charter,1800,1049400,0,1,0,583.0,<$584
Wright High School,24343,Terry Martinez,M,10th,75,91,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24344,Miranda Taylor,F,11th,91,77,10,Charter,1800,1049400,1,1,1,583.0,<$584
Wright High School,24345,John Collins,M,11th,92,91,10,Charter,1800,1049400,1,1,1,583.0,<$584
